crop,N,P,K,temperature,humidity,ph,rainfall,yield
Coconut,109.37,43.14,151.53,23.59,72.66,6.85,214.95,12.81
Pomegranate,135.42,76.1,67.12,25.35,96.27,5.7,133.12,18.52
Papaya,154.68,104.05,143.38,33.14,99.13,5.77,179.85,61.78
Mothbeans,17.15,41.71,26.61,30.35,52.55,6.49,56.76,0.9
Mungbean,21.32,49.3,22.48,27.42,64.56,5.86,63.47,1.37
Grapes,116.96,60.77,138.74,23.67,63.33,5.7,69.22,13.2
Apple,144.93,70.46,51.4,20.5,84.02,5.88,108.74,23.98
Cotton,129.06,45.51,51.93,24.36,100.0,5.99,182.45,2.49
Pigeonpeas,16.94,62.31,21.36,27.24,85.46,6.55,142.15,1.82
Lentil,21.17,42.1,18.46,26.96,54.19,5.38,52.94,1.59
Pomegranate,168.46,74.87,53.48,18.98,91.22,7.09,74.22,21.91
Jute,82.34,35.93,51.52,24.1,61.92,6.48,115.47,2.74
Kidneybeans,19.28,53.14,18.36,21.0,25.05,5.91,125.67,1.69
Coconut,116.44,57.56,186.45,25.06,95.53,5.79,210.76,11.61
Blackgram,14.57,44.58,20.84,28.0,71.17,7.39,82.74,1.43
Papaya,162.54,119.46,119.88,37.8,83.68,7.74,136.16,41.13
Rice,70.43,44.27,52.6,26.57,72.47,7.63,195.0,3.34
Grapes,98.98,72.15,115.33,21.81,74.26,6.45,54.39,17.08
Cotton,95.44,52.82,52.99,27.92,98.75,6.85,263.04,2.41
Blackgram,18.84,32.28,16.3,30.73,40.1,7.78,72.12,0.99
Jute,61.76,29.23,33.33,26.56,80.53,7.05,224.92,3.28
Muskmelon,46.26,60.79,69.91,28.44,100.0,7.26,19.79,27.5
Mungbean,23.67,49.96,27.47,31.0,100.0,6.55,43.74,1.11
Chickpea,19.21,83.46,19.82,15.61,27.8,6.5,90.3,2.72
Blackgram,15.47,44.48,24.1,26.41,71.83,7.45,84.95,1.19
Watermelon,93.21,50.64,52.89,25.07,70.97,5.84,65.96,28.91
Kidneybeans,22.62,66.3,17.87,17.61,24.69,5.71,105.51,1.56
Coffee,120.12,65.72,104.92,20.21,46.62,6.23,136.61,1.49
Jute,67.65,39.49,33.85,24.84,83.87,7.45,246.22,3.34
Chickpea,16.87,84.14,16.22,25.63,10.0,7.21,68.97,2.93
Kidneybeans,26.45,45.6,24.33,15.79,11.73,5.24,116.12,1.39
Pigeonpeas,16.85,72.89,11.99,35.34,45.36,6.43,238.58,1.19
Rice,87.81,24.33,46.3,21.44,100.0,6.95,282.0,2.81
Mungbean,24.01,57.29,17.55,25.22,82.69,7.39,55.96,1.01
Pigeonpeas,22.27,50.18,19.65,33.58,34.66,6.5,128.11,1.64
Apple,132.07,54.57,66.8,26.63,93.77,6.7,133.0,31.39
Maize,134.29,25.62,22.82,19.56,61.81,6.72,104.84,5.49
Mango,129.29,77.45,135.61,36.62,45.26,5.74,108.33,9.63
Blackgram,16.88,52.98,14.36,23.07,80.78,6.14,62.24,1.29
Jute,91.58,39.39,60.02,12.49,67.13,4.87,133.73,2.79
Coconut,78.1,53.91,177.52,31.4,99.6,5.42,146.8,11.03
Papaya,168.18,112.93,151.59,31.77,91.09,8.68,172.46,38.09
Mungbean,21.01,46.23,16.45,19.08,100.0,7.69,36.59,1.18
Mothbeans,21.96,32.33,24.73,30.06,33.36,6.03,46.08,0.83
Watermelon,110.43,61.13,66.71,30.27,63.86,5.38,52.96,26.36
Orange,124.55,58.96,63.45,24.91,82.19,6.42,111.46,19.2
Watermelon,52.29,60.6,49.87,26.07,96.08,6.24,43.18,29.16
Maize,85.0,49.18,30.76,20.22,65.8,7.41,54.61,4.28
Grapes,127.87,51.27,134.45,21.27,61.52,5.83,87.27,25.71
Mungbean,24.34,39.16,25.22,30.54,98.1,6.37,57.58,1.03
Rice,61.46,51.75,36.89,22.02,67.46,5.93,274.95,3.9
Banana,231.17,84.33,261.05,32.48,69.83,6.85,125.74,58.9
Apple,142.37,61.86,51.65,21.66,92.73,6.48,125.47,27.26
Mango,113.32,76.59,184.97,34.49,40.74,5.6,84.67,9.76
Jute,76.25,38.45,40.85,23.77,71.23,7.01,162.6,2.55
Orange,132.93,57.47,56.63,23.76,100.0,6.34,104.06,16.69
Papaya,126.03,111.3,87.72,27.91,100.0,6.91,69.83,45.3
Maize,94.76,57.95,38.75,25.26,51.79,6.91,49.54,6.05
Lentil,18.67,30.49,27.26,21.72,72.88,7.69,27.22,1.48
Grapes,116.46,54.31,88.62,20.08,89.8,6.08,56.06,20.24
Mothbeans,15.21,43.62,18.12,30.34,44.85,6.74,51.95,0.91
Jute,118.83,54.45,55.66,28.67,79.41,6.77,199.25,2.73
Banana,197.06,111.35,344.2,36.09,95.36,6.82,84.7,61.3
Maize,139.87,46.44,43.87,20.69,81.07,7.63,95.98,6.24
Cotton,72.55,67.54,44.44,22.92,51.11,8.07,203.31,2.15
Apple,134.0,56.46,70.3,29.08,93.45,5.19,121.47,40.79
Cotton,101.87,52.94,69.16,28.36,81.9,5.74,280.5,2.93
Maize,70.46,46.01,37.83,22.51,46.09,6.07,54.45,4.31
Pigeonpeas,18.73,55.48,20.27,30.16,40.51,6.11,171.55,2.21
Apple,117.24,56.62,63.25,22.32,100.0,6.09,134.81,27.79
Orange,115.87,64.14,67.9,21.96,84.19,5.75,145.0,15.94
Mothbeans,22.52,50.02,18.98,28.35,36.2,7.57,67.78,0.81
Lentil,20.08,44.2,19.55,28.15,59.49,6.38,44.58,1.44
Jute,74.74,41.92,49.66,22.49,77.18,8.17,209.55,3.16
Pigeonpeas,22.72,53.01,25.46,25.4,43.87,5.68,114.94,1.9
Banana,171.03,93.68,418.29,27.62,56.47,6.23,87.7,40.06
Pomegranate,102.82,106.47,74.54,18.15,97.88,4.78,143.39,17.85
Muskmelon,76.46,33.57,59.21,33.13,57.88,5.63,26.8,23.96
Jute,64.82,26.68,50.23,22.43,100.0,8.04,189.58,1.76
Muskmelon,110.26,40.04,54.46,27.34,87.36,6.16,28.44,25.46
Banana,220.49,84.49,376.43,29.57,78.56,6.37,60.3,39.38
Grapes,88.48,65.09,146.85,26.1,85.2,5.59,69.03,22.6
Papaya,126.6,81.15,169.07,35.46,83.37,4.92,115.96,51.44
Orange,106.17,77.43,90.72,22.17,94.53,7.92,91.72,12.89
Cotton,96.59,35.06,56.0,24.6,45.95,6.97,279.89,2.52
Blackgram,12.65,55.93,15.75,34.37,70.82,7.06,67.46,1.18
Lentil,20.48,47.19,29.25,26.13,77.04,6.62,34.59,1.06
Watermelon,60.1,46.1,48.5,25.47,76.23,6.62,58.69,35.38
Muskmelon,103.15,61.83,46.16,25.11,82.43,6.3,17.92,24.7
Mango,187.76,100.52,154.12,30.05,44.5,5.88,98.87,12.89
Lentil,24.84,47.06,23.47,20.87,58.91,6.83,26.28,1.3
Banana,241.88,120.69,291.79,30.25,89.77,4.83,91.03,43.45
Maize,102.74,50.87,39.96,24.81,66.36,6.9,63.42,6.41
Mothbeans,17.08,38.21,16.0,34.25,52.3,6.93,52.53,1.18
Chickpea,22.62,41.34,15.72,13.94,25.1,7.46,119.59,2.15
Apple,151.6,46.35,63.42,23.67,92.75,5.22,116.26,35.11
Pomegranate,149.69,78.42,80.44,21.76,65.65,6.78,74.74,16.34
Mothbeans,18.45,38.0,10.31,26.41,18.4,5.98,44.54,0.93
Pigeonpeas,26.32,71.51,26.19,31.44,43.45,6.23,43.43,1.85
Coconut,92.46,43.49,138.57,25.63,74.19,7.89,150.63,13.95
Grapes,107.5,58.32,87.43,19.83,63.72,6.71,29.88,26.22
Pomegranate,93.29,51.36,83.38,26.41,81.95,7.12,138.77,21.24
Maize,76.87,45.67,30.41,23.51,81.13,5.03,82.63,4.64
Lentil,18.05,49.92,21.0,25.54,74.48,6.13,61.81,1.2
Muskmelon,76.46,51.1,43.32,31.3,100.0,6.06,34.83,27.19
Muskmelon,102.67,63.62,63.33,32.22,100.0,5.73,27.11,28.22
Mango,148.31,144.65,150.25,28.15,53.46,5.15,120.68,12.33
Muskmelon,63.61,55.61,41.34,27.8,100.0,5.36,13.3,28.24
Chickpea,23.91,66.27,11.67,14.96,26.84,7.43,81.48,1.91
Blackgram,8.21,40.55,14.3,28.52,72.94,6.75,47.02,1.18
Kidneybeans,17.02,84.95,18.9,20.47,33.7,5.68,98.58,1.54
Mungbean,15.15,40.18,19.82,27.58,94.49,6.12,54.43,1.26
Pigeonpeas,19.08,63.22,14.38,25.16,62.29,5.02,195.74,1.64
Orange,93.12,71.05,82.2,17.65,99.56,7.1,113.36,18.71
Pigeonpeas,20.56,52.0,21.87,27.36,21.64,5.54,172.94,1.52
Jute,69.78,39.76,38.19,29.19,76.38,6.65,211.95,2.89
Mungbean,21.05,27.72,15.06,34.91,81.24,6.38,66.03,1.18
Papaya,152.36,91.77,137.0,31.91,100.0,6.77,118.08,60.02
Apple,127.64,87.61,69.78,21.28,99.43,5.19,155.46,24.35
Orange,115.94,29.71,66.01,22.34,77.5,7.02,55.41,13.49
Coconut,110.72,49.45,128.55,30.6,89.9,5.92,94.52,14.04
Banana,167.43,74.47,413.25,29.09,81.42,5.07,94.1,36.71
Chickpea,22.68,71.34,15.24,15.02,10.0,8.29,93.24,1.83
Coffee,131.91,103.02,57.0,30.84,30.89,8.72,99.52,1.46
Mungbean,12.79,41.08,19.61,31.56,54.71,7.09,65.17,0.74
Mungbean,24.1,39.59,22.62,24.0,81.14,7.5,38.69,1.06
Chickpea,14.09,36.53,21.13,24.05,10.0,7.39,75.69,1.91
Papaya,215.69,106.89,184.69,33.21,92.77,6.4,130.43,45.08
Cotton,121.9,51.57,50.85,22.25,74.97,6.37,158.31,2.5
Grapes,155.57,49.69,141.78,20.98,97.14,6.88,39.28,18.74
Kidneybeans,20.64,56.66,16.8,19.66,30.8,4.8,105.28,1.25
Chickpea,20.38,55.24,18.29,23.74,21.65,7.59,110.41,2.24
Kidneybeans,25.95,57.65,22.44,23.81,27.25,6.31,103.29,1.64
Lentil,17.1,40.51,21.7,29.28,64.08,5.56,38.07,1.09
Kidneybeans,16.09,58.03,13.92,21.85,27.02,7.15,160.03,1.27
Pigeonpeas,14.28,41.75,18.15,38.9,55.42,4.6,172.2,1.67
Mango,171.72,82.48,105.71,31.57,46.38,5.39,115.01,8.61
Chickpea,26.08,47.52,29.96,19.46,24.25,6.87,85.96,1.8
Mothbeans,16.17,48.43,20.95,25.49,46.88,7.25,38.18,0.77
Watermelon,66.46,54.1,58.27,22.22,91.48,7.33,39.71,28.95
Pomegranate,148.97,64.26,89.68,21.54,100.0,6.12,75.6,17.32
Orange,92.24,98.16,66.89,26.01,100.0,6.62,90.96,20.17
Chickpea,23.78,67.58,20.51,18.94,10.0,7.38,73.3,2.24
Coffee,122.91,91.5,53.23,24.58,62.06,6.62,157.51,1.34
Apple,82.21,61.38,69.92,22.06,100.0,6.86,84.17,29.7
Apple,83.57,46.73,56.08,28.33,100.0,5.67,106.54,24.89
Coconut,103.55,53.3,147.62,24.91,91.35,6.73,193.57,15.71
Pomegranate,117.66,60.28,78.52,27.08,77.61,6.31,93.11,20.27
Rice,92.05,37.03,47.45,26.9,88.39,7.95,259.03,4.48
Maize,97.85,38.81,30.16,23.7,67.22,5.49,95.64,5.07
Apple,95.14,77.21,50.96,23.61,88.24,5.05,118.78,30.61
Apple,134.98,58.35,77.78,25.82,100.0,5.49,122.16,29.87
Pomegranate,136.68,85.3,88.72,19.94,100.0,5.34,145.08,20.8
Watermelon,97.54,44.96,36.16,25.59,77.34,7.45,68.74,30.1
Apple,145.06,41.97,80.28,27.6,100.0,6.64,149.47,26.51
Lentil,17.21,43.26,20.72,22.86,89.23,5.71,49.93,1.16
Jute,100.16,37.48,24.86,20.83,75.77,6.98,189.98,2.62
Mango,131.14,141.38,121.02,30.19,63.5,5.32,157.5,11.25
Mungbean,19.75,23.91,22.07,20.52,83.65,6.63,55.48,1.24
Pomegranate,124.06,45.19,69.51,25.08,88.58,6.46,126.37,13.74
Cotton,71.02,39.37,36.15,22.34,79.14,6.67,150.43,2.82
Apple,119.72,56.42,65.24,28.0,96.53,6.4,151.49,24.73
Apple,155.69,56.78,48.3,19.96,100.0,6.0,82.27,27.57
Chickpea,14.45,61.0,25.27,12.65,23.53,7.45,90.98,2.3
Coconut,80.16,44.56,125.67,27.71,63.54,5.29,108.04,9.79
Chickpea,19.55,43.2,14.16,19.55,49.93,7.41,46.91,2.41
Mango,173.99,95.97,116.96,32.93,34.95,6.06,62.2,11.95
Watermelon,93.83,53.47,61.15,27.82,87.95,7.12,53.62,40.48
Papaya,123.07,70.47,173.67,29.51,95.57,6.03,94.77,61.01
Coconut,82.75,72.54,139.05,30.28,74.35,5.4,313.66,13.19
Cotton,74.44,61.66,42.86,22.52,84.24,6.33,190.94,2.28
Jute,111.52,47.24,29.2,20.94,90.26,6.22,175.98,2.54
Mothbeans,15.67,45.42,22.89,24.79,49.21,5.64,66.9,0.94
Mango,184.2,54.31,121.8,33.91,45.15,6.65,87.33,6.7
Maize,93.22,42.17,36.43,17.76,23.3,5.39,110.65,5.9
Jute,92.07,43.06,32.71,20.12,69.45,7.34,160.28,2.64
Coconut,101.97,44.15,202.63,26.91,72.2,5.12,199.4,11.89
Mothbeans,23.23,30.42,11.12,29.1,57.89,5.79,62.21,0.8
Mango,150.25,82.69,175.06,33.5,47.74,5.8,123.53,14.39
Mungbean,23.01,36.11,20.74,30.9,70.31,7.56,29.6,1.23
Orange,145.56,59.96,56.45,24.28,96.33,8.24,80.74,19.65
Cotton,95.26,33.53,44.31,22.14,52.88,6.92,156.97,2.29
Coconut,119.55,41.81,143.97,32.06,82.1,6.49,184.57,18.03
Chickpea,12.12,91.6,21.73,18.32,10.21,8.54,73.32,1.75
Cotton,110.44,47.13,48.37,20.92,58.45,6.53,138.8,2.72
Papaya,191.68,131.7,148.85,34.91,100.0,6.74,144.78,59.51
Muskmelon,102.16,53.9,73.36,29.27,83.21,6.37,25.83,22.65
Mango,135.38,98.99,184.55,42.27,53.01,6.25,85.83,12.21
Pigeonpeas,11.17,49.54,19.39,32.91,66.54,5.32,160.26,1.44
Kidneybeans,18.76,56.96,18.42,22.62,29.12,5.77,97.06,1.4
Kidneybeans,19.94,52.83,24.97,27.71,10.0,5.96,107.0,1.37
Banana,215.52,90.82,156.06,30.73,83.57,5.79,59.99,47.29
Orange,140.37,53.45,104.18,22.13,83.61,6.09,104.01,17.68
Cotton,94.97,38.86,46.78,25.69,81.39,7.93,178.67,2.81
Orange,106.31,50.81,77.63,21.77,100.0,7.57,118.63,17.22
Mango,188.17,109.6,113.17,28.16,54.72,6.32,66.06,12.14
Muskmelon,75.64,33.16,43.12,28.03,74.77,6.5,27.43,21.41
Orange,99.62,75.14,78.2,22.5,100.0,5.3,129.44,18.74
Pomegranate,177.74,43.54,61.91,23.62,90.51,6.97,90.17,15.4
Blackgram,15.06,34.36,18.26,28.7,44.13,8.78,59.38,1.23
Banana,188.76,80.19,177.92,32.19,84.04,5.07,42.0,42.15
Mothbeans,17.09,63.98,15.83,31.64,66.14,6.41,47.21,1.17
Chickpea,26.79,79.24,17.56,16.81,10.0,7.28,79.34,2.17
Watermelon,77.31,48.1,76.45,22.37,99.51,5.49,64.81,36.71
Jute,94.51,43.36,59.7,30.06,85.4,6.95,207.0,3.59
Lentil,15.54,41.91,22.47,20.71,56.1,6.17,66.91,1.51
Pigeonpeas,19.35,42.6,24.47,31.3,50.98,5.74,86.77,1.26
Pigeonpeas,28.03,81.84,13.06,24.29,77.95,5.85,147.17,1.42
Watermelon,104.28,40.5,46.08,29.18,100.0,6.55,60.09,31.57
Orange,83.98,60.33,47.06,15.61,68.14,7.1,126.93,19.4
Maize,91.28,39.41,36.52,24.22,76.69,4.92,57.35,5.88
Jute,30.82,38.36,25.65,27.25,73.6,7.04,189.19,2.16
Pigeonpeas,21.82,45.47,25.07,27.99,52.9,5.83,94.97,1.51
Blackgram,13.87,32.78,12.85,36.59,43.92,6.34,66.39,1.27
Apple,112.25,69.95,76.09,24.28,99.62,5.76,73.74,28.22
Lentil,18.33,34.14,19.25,24.12,63.24,7.67,56.61,1.3
Pomegranate,114.33,83.19,69.61,22.68,92.03,7.14,75.09,21.33
Banana,247.3,121.3,368.5,31.09,86.42,6.11,121.14,50.77
Grapes,116.49,39.54,159.8,21.38,65.89,6.71,69.91,17.18
Cotton,78.0,59.88,41.06,19.95,95.94,7.64,219.39,2.51
Mungbean,22.75,43.98,24.22,24.51,70.64,7.46,53.29,0.97
Orange,113.11,84.69,66.26,23.61,81.29,6.64,67.66,21.79
Cotton,111.04,41.66,47.69,20.4,79.8,5.68,186.53,2.66
Mango,92.67,76.48,154.12,34.32,25.54,7.12,76.09,9.94
Papaya,168.88,73.76,146.87,39.12,86.47,6.86,111.13,44.87
Pigeonpeas,21.43,67.23,22.42,23.05,31.74,5.79,100.76,1.73
Grapes,119.95,60.27,121.84,24.08,89.67,5.47,52.19,22.27
Coconut,65.06,56.39,200.38,29.91,90.78,5.58,152.03,12.86
Kidneybeans,20.92,87.79,15.76,18.28,10.0,4.6,137.21,1.27
Papaya,114.73,109.4,137.42,35.73,95.84,6.6,106.78,54.79
Maize,143.64,49.77,45.48,25.97,48.92,6.7,99.29,5.69
Orange,138.71,65.64,68.6,24.66,100.0,6.2,117.25,18.46
Chickpea,22.5,43.48,11.44,19.85,10.0,8.58,62.21,2.1
Apple,185.88,78.25,52.9,28.5,86.83,5.8,74.72,36.43
Cotton,105.64,68.61,24.2,28.71,96.75,7.75,103.78,2.3
Jute,75.68,18.47,40.56,24.14,75.98,7.12,94.96,2.4
Pomegranate,165.15,56.95,86.18,22.49,59.48,6.58,135.16,17.31
Chickpea,20.47,68.89,18.91,14.14,10.0,6.94,47.09,2.27
Pomegranate,138.42,73.64,81.89,23.0,98.62,6.03,139.24,17.42
Lentil,13.55,31.39,25.39,30.06,42.62,6.59,35.29,1.23
Rice,77.79,41.39,38.79,24.86,86.2,6.37,298.06,3.8
Blackgram,17.42,51.09,17.94,33.67,63.22,6.33,39.47,1.23
Banana,218.08,76.27,234.05,34.51,79.63,6.04,87.08,44.55
Muskmelon,87.4,62.55,48.28,19.3,71.43,5.17,28.62,22.42
Banana,250.74,64.49,269.49,26.8,61.3,5.49,101.09,47.33
Mungbean,13.68,42.13,19.71,32.23,72.73,6.55,39.9,0.92
Kidneybeans,22.87,68.1,21.72,15.05,26.16,5.64,53.01,1.55
Lentil,17.28,60.64,13.38,26.35,55.36,6.54,48.36,1.48
Chickpea,15.5,65.23,27.5,15.5,14.17,8.59,97.01,2.18
Coffee,79.58,105.15,57.56,27.87,58.07,6.74,193.36,1.18
Mungbean,15.46,41.9,20.26,18.56,97.04,6.96,61.85,1.14
Mango,102.43,109.23,144.81,36.18,48.35,6.14,108.88,11.82
Blackgram,17.11,33.35,23.65,27.88,53.22,6.78,43.95,1.6
Jute,93.21,44.18,28.63,24.33,70.36,6.41,156.79,2.69
Cotton,91.62,55.51,39.41,24.38,64.92,6.86,112.43,3.13
Apple,145.06,52.67,48.27,23.65,100.0,6.47,89.08,38.74
Orange,131.51,76.71,55.86,23.77,100.0,5.97,152.64,19.1
Muskmelon,91.06,39.36,62.63,23.01,100.0,5.34,17.31,25.9
Blackgram,16.24,21.3,19.72,23.3,75.38,9.0,57.67,1.15
Pigeonpeas,24.59,32.6,28.32,21.95,62.27,6.68,61.11,1.58
Kidneybeans,15.41,64.75,19.62,12.23,49.67,3.83,106.91,1.52
Muskmelon,66.62,46.9,42.9,30.63,86.31,5.72,22.93,26.09
Mungbean,23.7,29.34,20.25,32.04,93.73,6.25,45.16,1.11
Banana,176.55,91.51,400.24,23.01,92.29,5.72,88.51,53.81
Coffee,93.55,89.91,119.1,19.64,53.13,6.13,142.98,1.42
Orange,136.15,58.11,77.26,20.44,100.0,5.64,87.44,19.11
Blackgram,15.14,41.21,18.76,27.32,71.71,6.45,39.91,1.21
Apple,100.56,56.92,76.43,23.09,95.84,5.56,86.87,32.21
Pigeonpeas,21.15,42.93,20.43,31.04,61.21,5.15,163.23,1.37
Coffee,122.97,48.3,81.24,28.62,62.21,8.06,173.28,1.06
Pigeonpeas,21.94,56.59,20.04,25.21,12.34,6.54,158.71,1.66
Banana,213.09,85.51,220.08,26.77,72.48,5.62,131.62,36.56
Grapes,115.38,44.09,135.34,20.64,84.39,6.25,87.89,19.45
Cotton,127.21,52.11,55.28,24.18,69.89,6.07,157.35,2.84
Mothbeans,20.9,30.33,17.16,28.04,19.96,7.07,61.0,0.9
Pomegranate,191.64,68.51,79.1,26.81,100.0,7.17,101.37,16.31
Papaya,168.96,69.5,134.45,36.61,100.0,7.24,115.05,71.44
Banana,161.13,118.87,215.1,30.36,80.23,4.06,81.3,35.23
Watermelon,71.78,34.95,61.18,22.77,78.4,4.83,73.15,35.15
Coconut,81.42,64.24,163.49,32.5,82.7,6.36,166.17,13.07
Blackgram,8.96,38.57,18.6,24.39,78.9,7.91,97.49,1.23
Cotton,89.09,43.83,37.86,29.57,84.01,5.45,76.34,2.51
Cotton,92.7,49.9,55.24,24.53,34.55,5.88,283.29,2.83
Coffee,108.16,103.63,61.73,29.52,77.99,6.55,152.33,1.02
Grapes,106.43,50.39,153.17,17.2,72.15,7.58,85.53,15.22
Kidneybeans,21.53,50.1,19.3,22.93,32.78,4.64,173.47,1.32
Mungbean,21.13,45.1,22.28,32.95,94.28,7.69,69.71,1.39
Coconut,133.11,53.42,138.58,26.53,100.0,6.93,201.4,12.65
Banana,182.51,107.54,262.97,28.18,62.33,5.95,141.55,51.22
Orange,156.87,41.45,68.01,22.12,100.0,5.35,84.78,12.93
Papaya,125.23,85.34,166.39,30.94,62.97,6.21,146.61,61.49
Mungbean,19.66,27.53,23.53,28.65,78.51,5.22,34.78,1.09
Pomegranate,119.54,64.94,82.77,23.92,90.28,5.63,128.64,15.64
Kidneybeans,22.24,47.67,22.15,20.72,15.72,4.49,107.76,1.61
Watermelon,106.14,40.46,46.38,25.77,62.82,7.1,41.32,36.18
Chickpea,24.81,44.34,12.78,17.58,35.14,8.22,78.57,2.07
Blackgram,11.97,39.13,21.56,33.79,42.12,5.36,76.13,1.19
Jute,71.45,39.91,45.21,25.76,81.24,7.23,173.19,3.47
Watermelon,88.06,46.53,55.53,23.45,80.8,7.11,34.74,29.67
Apple,105.0,71.21,67.18,22.91,67.93,5.89,129.4,33.29
Mothbeans,26.01,48.0,16.5,27.83,64.3,8.24,50.92,0.78
Watermelon,63.76,42.2,45.69,25.83,89.69,6.83,80.95,36.92
Coffee,118.74,72.53,89.17,28.88,60.56,7.37,197.92,1.21
Rice,76.07,27.02,39.12,27.14,91.4,6.52,290.58,4.36
Coconut,117.58,51.45,154.91,23.95,82.26,6.25,127.34,11.97
Mothbeans,25.16,31.49,18.45,28.44,60.78,5.56,53.65,0.71
Pigeonpeas,20.92,57.25,19.45,29.89,73.62,5.71,122.69,1.58
Papaya,166.14,80.76,159.78,32.61,100.0,6.52,74.97,46.34
Coconut,113.46,56.75,185.58,24.23,100.0,6.1,151.73,15.63
Mungbean,18.07,40.21,16.89,25.35,91.61,6.64,49.01,0.78
Kidneybeans,18.2,57.32,25.16,24.61,10.0,5.11,120.29,1.03
Chickpea,23.4,64.23,21.53,20.87,32.06,7.62,81.42,2.46
Watermelon,83.37,61.51,66.79,27.93,74.74,6.58,48.06,34.73
Mungbean,20.4,36.99,25.17,27.88,100.0,7.23,34.83,1.13
Pomegranate,179.08,76.84,60.41,23.92,73.87,5.88,97.44,23.71
Pomegranate,166.27,81.52,85.46,20.21,93.46,7.35,70.37,17.6
Papaya,179.29,84.1,140.67,37.63,69.32,6.6,232.85,42.02
Lentil,21.87,44.11,19.53,27.48,89.89,7.13,59.84,1.1
Rice,81.9,40.23,47.81,26.93,70.76,7.26,254.77,3.82
Mango,106.1,113.1,156.55,28.93,60.6,3.8,97.77,6.92
Pigeonpeas,14.91,64.02,21.96,25.3,19.44,4.79,120.18,1.71
Coconut,97.16,58.66,108.95,30.27,100.0,5.76,184.99,14.49
Maize,108.48,40.27,28.8,12.56,56.14,5.77,96.27,3.88
Apple,136.71,65.34,43.72,15.8,70.57,6.09,86.92,32.93
Pomegranate,245.03,83.81,71.7,23.89,100.0,6.29,105.91,21.27
Blackgram,11.83,46.71,18.33,33.47,71.76,6.57,83.07,1.17
Blackgram,13.06,42.4,27.27,28.51,69.24,7.28,17.54,1.26
Orange,144.57,61.78,63.74,24.01,100.0,5.2,119.84,12.03
Banana,121.83,114.13,250.47,31.04,98.45,6.37,118.0,37.83
Cotton,105.29,54.33,39.06,23.5,73.96,7.44,103.69,2.2
Pigeonpeas,20.8,53.62,19.98,26.03,34.74,5.26,170.53,1.52
Banana,202.15,90.45,231.63,28.01,85.25,5.81,79.66,61.95
Watermelon,71.9,68.64,54.11,20.1,100.0,6.66,50.17,34.56
Coconut,69.58,48.62,151.41,29.36,98.69,6.29,182.35,14.46
Grapes,97.91,49.2,129.21,25.64,87.18,6.6,53.13,16.66
Mungbean,24.96,45.21,21.52,22.32,100.0,6.35,52.15,1.12
Lentil,20.92,46.25,20.94,28.13,63.3,6.98,36.52,1.44
Lentil,15.48,44.29,20.22,22.42,63.63,7.7,55.4,1.27
Mothbeans,20.97,50.03,19.29,25.75,75.07,6.64,48.1,1.05
Orange,109.63,55.4,75.35,25.17,84.42,6.04,94.99,19.42
Maize,83.6,45.32,44.02,12.63,50.17,7.19,93.33,4.64
Papaya,123.53,96.83,139.27,29.04,55.42,6.25,157.12,81.18
Banana,185.53,134.24,233.28,20.83,94.73,5.41,97.24,35.22
Jute,68.06,49.91,41.3,22.06,91.71,7.45,221.09,2.88
Watermelon,96.51,40.33,73.29,24.05,93.7,7.59,84.95,22.13
Cotton,72.31,44.09,44.41,22.98,54.88,6.0,222.86,2.89
Cotton,102.41,35.69,50.45,23.49,84.31,6.93,131.5,2.51
Grapes,92.81,55.95,209.36,20.34,82.51,6.59,93.62,22.54
Muskmelon,74.75,60.18,49.5,23.29,100.0,4.44,16.31,24.78
Mothbeans,21.03,38.58,21.64,29.62,69.24,7.67,70.07,0.96
Mothbeans,17.35,55.11,21.67,23.12,62.93,6.96,76.51,0.87
Orange,121.38,73.68,96.55,17.03,91.93,6.87,120.56,14.91
Blackgram,13.6,52.63,25.25,27.34,28.58,6.12,88.0,1.15
Orange,125.42,29.53,79.31,27.18,100.0,7.67,134.49,17.02
Blackgram,18.22,41.51,16.33,21.29,40.38,8.87,100.47,1.17
Maize,86.88,36.58,43.65,19.58,40.9,6.58,86.65,6.06
Grapes,116.65,74.71,98.85,31.49,47.87,5.73,52.93,26.0
Papaya,154.89,138.8,183.85,33.75,100.0,5.65,139.97,64.0
Pomegranate,199.73,75.27,36.93,21.18,90.9,6.5,107.03,13.8
Orange,128.65,64.84,56.41,16.08,100.0,7.47,70.99,15.3
Chickpea,20.17,48.68,19.2,20.47,10.0,6.93,73.23,3.23
Blackgram,18.16,32.98,15.08,33.87,81.76,6.41,81.11,1.32
Chickpea,23.81,75.03,21.04,23.05,13.33,7.11,82.56,2.8
Pomegranate,150.45,71.9,68.4,23.91,87.1,6.11,26.08,13.57
Pomegranate,164.38,54.37,59.11,18.54,100.0,6.02,129.26,15.71
Chickpea,18.87,63.83,18.62,21.06,10.0,7.04,81.08,2.55
Mothbeans,18.22,40.09,20.71,26.16,49.48,7.11,56.15,0.73
Maize,95.52,51.22,44.96,14.12,59.02,6.82,38.19,4.92
Chickpea,12.36,56.8,21.07,14.75,10.0,7.79,135.08,2.18
Coconut,96.46,43.95,135.19,22.86,71.11,4.81,174.06,12.77
Mothbeans,19.14,43.91,10.11,30.5,43.36,6.45,65.23,0.78
Blackgram,15.93,41.73,25.08,33.91,56.11,5.37,74.57,1.66
