crop,N,P,K,temperature,humidity,ph,rainfall,yield
Pigeonpeas,21.63,56.71,17.68,25.21,48.73,5.61,185.83,1.29
Mango,124.95,93.1,134.74,31.73,50.36,6.07,110.95,10.31
Chickpea,48.89,57.76,62.59,15.6,19.5,7.38,83.84,1.94
Jute,52.19,44.92,68.67,24.95,87.55,6.76,197.98,2.75
Pomegranate,132.96,48.46,55.98,20.79,95.79,6.04,85.74,21.49
Apple,126.13,69.55,62.71,18.74,82.14,6.14,140.67,29.58
Kidneybeans,18.92,93.17,19.64,20.75,23.67,5.43,79.82,1.69
Coffee,137.07,73.52,65.92,31.27,52.5,7.36,168.29,1.28
Coconut,24.41,22.74,40.54,24.44,93.32,6.14,119.16,11.44
Mungbean,21.44,38.32,18.06,26.09,79.28,6.07,57.5,0.95
Muskmelon,81.13,36.78,46.06,30.46,84.48,5.46,18.13,20.47
Jute,48.95,35.18,67.0,21.92,76.99,6.9,200.83,2.43
Kidneybeans,25.11,71.41,21.42,23.31,34.5,5.23,93.99,1.54
Mothbeans,22.2,49.47,16.14,24.14,48.28,6.37,60.32,0.83
Maize,116.06,65.16,51.13,15.98,66.55,5.48,71.81,4.3
Maize,167.26,68.43,51.48,23.35,74.52,6.33,99.74,5.3
Papaya,177.52,114.48,152.58,32.1,92.89,6.77,140.15,49.97
Grapes,111.22,48.01,116.04,25.31,77.42,6.01,82.82,22.86
Lentil,18.31,69.41,19.67,31.54,47.87,6.77,48.49,1.35
Pomegranate,88.78,43.4,43.26,23.61,100.0,7.23,106.4,18.42
Banana,265.11,96.48,326.91,27.97,94.55,5.93,67.76,49.51
Coffee,73.76,59.49,85.73,26.12,55.82,7.93,168.31,1.18
Coconut,32.08,14.68,29.56,22.53,72.0,5.2,136.93,14.02
Banana,181.29,112.56,315.86,21.85,73.09,6.44,133.1,45.18
Coconut,22.4,16.8,25.02,30.09,100.0,5.78,106.7,11.82
Papaya,100.67,116.58,150.97,27.01,92.52,6.1,100.83,43.92
Maize,144.49,72.58,51.75,24.27,54.4,6.65,107.93,6.07
Blackgram,17.77,54.7,21.31,27.22,56.08,6.71,71.95,1.02
Blackgram,12.55,54.27,16.73,32.11,58.76,6.68,48.36,0.99
Cotton,105.35,50.62,41.74,24.19,77.02,8.04,206.8,2.88
Papaya,191.0,133.69,177.54,35.79,69.05,6.27,156.31,66.76
Watermelon,63.46,48.87,50.12,22.91,98.94,5.62,56.01,32.12
Apple,112.05,62.79,54.15,20.89,100.0,5.65,116.88,33.78
Coconut,30.83,17.21,33.69,28.33,95.14,5.33,127.01,15.03
Pomegranate,88.99,48.93,42.22,21.68,98.47,6.78,48.38,15.91
Apple,154.2,58.16,60.21,19.04,100.0,5.95,132.92,33.8
Banana,195.71,118.22,417.76,22.36,78.17,5.38,140.23,52.61
Mango,150.54,93.35,147.38,31.39,59.63,5.53,88.89,8.77
Jute,45.68,43.09,65.55,27.05,75.28,6.15,197.25,3.17
Apple,151.17,55.18,41.8,20.11,80.8,6.81,91.19,32.93
Coffee,140.56,70.2,75.0,28.69,46.8,7.22,169.33,1.24
Maize,181.93,51.16,48.25,18.1,71.21,6.83,56.17,4.69
Papaya,183.15,112.7,231.48,34.67,89.1,7.3,175.89,51.54
Cotton,109.24,46.79,44.83,26.33,95.64,7.33,164.97,2.07
Blackgram,14.72,64.67,19.39,33.24,71.25,7.6,51.4,1.24
Cotton,106.37,37.36,51.92,23.46,85.83,6.67,244.89,2.15
Mango,167.19,92.63,150.72,37.21,45.46,5.33,52.49,10.52
Kidneybeans,19.91,70.89,20.69,12.83,17.47,6.24,131.3,1.18
Mothbeans,17.45,44.71,15.5,21.13,61.4,6.69,60.12,0.87
Orange,117.05,56.02,83.75,26.01,93.14,7.43,107.53,18.82
Mothbeans,24.44,55.75,20.59,29.92,45.58,8.01,62.88,0.89
Cotton,97.52,56.65,56.83,27.81,89.41,7.92,179.87,2.67
Papaya,185.33,100.34,148.57,34.93,86.3,6.83,140.37,42.17
Grapes,143.02,43.4,84.64,21.93,100.0,6.93,87.82,22.74
Papaya,213.33,105.41,185.09,36.36,84.19,6.27,185.19,51.18
Watermelon,87.77,48.23,46.43,19.9,82.52,6.42,73.35,35.68
Blackgram,12.81,83.91,18.46,25.43,67.08,6.04,65.03,1.18
Coconut,25.64,14.16,27.88,22.45,97.36,6.11,103.55,10.04
Mungbean,16.27,50.74,22.35,28.87,98.23,6.79,46.23,0.92
Mango,179.44,109.58,131.09,38.33,59.81,6.36,106.12,9.31
Cotton,106.3,54.6,46.77,22.32,66.2,6.77,256.99,2.83
Rice,78.55,39.08,40.88,22.82,98.49,6.82,142.92,3.43
Muskmelon,79.17,66.82,53.45,32.09,100.0,6.04,27.1,24.66
Watermelon,101.16,43.61,43.83,20.84,86.25,6.09,58.41,33.65
Blackgram,18.03,65.85,20.9,25.52,78.4,7.39,76.89,1.36
Banana,135.6,120.55,305.18,21.77,65.74,6.16,100.83,46.14
Chickpea,35.89,60.52,69.13,16.31,15.05,7.71,120.13,2.37
Pomegranate,94.7,54.06,39.22,19.8,92.02,7.29,90.4,17.58
Pigeonpeas,22.93,57.93,21.82,24.12,64.74,5.97,139.99,1.67
Pigeonpeas,21.75,50.43,18.27,21.3,66.13,6.01,103.34,1.61
Mothbeans,23.13,39.46,19.72,24.24,43.68,6.88,48.0,0.72
Kidneybeans,18.08,70.5,21.71,13.27,18.07,5.98,110.74,1.03
Jute,37.58,38.56,72.17,22.9,86.73,6.06,153.58,2.77
Coffee,111.73,74.35,94.11,26.18,52.28,5.69,167.92,1.24
Pomegranate,102.43,59.88,47.52,23.69,89.89,6.21,106.44,17.78
Coconut,23.18,17.26,26.1,27.98,95.4,5.15,160.6,11.94
Mothbeans,21.63,32.98,20.68,25.22,60.3,7.18,64.77,0.95
Rice,83.73,43.6,42.49,22.16,87.13,7.06,229.56,3.53
Grapes,153.75,60.63,101.32,26.0,62.23,6.0,43.5,22.53
Mungbean,17.32,42.97,19.45,30.53,78.83,6.97,54.98,0.86
Kidneybeans,17.99,82.06,22.28,22.11,25.23,6.46,94.9,1.47
Pigeonpeas,20.3,75.76,17.41,27.4,38.88,5.8,136.05,1.65
Muskmelon,79.13,43.54,49.39,24.65,94.32,6.43,21.43,28.18
Muskmelon,99.73,53.76,41.49,30.32,100.0,5.71,27.1,21.7
Banana,199.48,105.37,274.54,28.24,87.67,6.43,91.27,43.56
Pigeonpeas,24.06,77.89,19.79,21.37,43.68,5.21,149.17,1.51
Maize,153.79,69.72,48.05,19.32,69.64,6.82,94.38,5.0
Blackgram,16.57,64.55,22.41,26.44,59.06,7.52,90.56,1.36
Orange,89.48,63.12,82.02,23.33,100.0,7.38,148.62,18.68
Jute,40.02,40.99,49.28,22.84,74.17,6.66,192.57,2.29
Coconut,29.67,13.78,30.1,28.17,88.04,5.69,169.07,13.76
Mango,160.5,95.91,141.47,29.08,53.34,6.02,92.13,10.46
Chickpea,40.2,62.76,60.32,16.28,11.35,6.73,66.54,2.0
Lentil,20.04,60.99,14.64,22.61,73.41,7.43,32.41,1.32
Cotton,119.79,59.33,44.72,19.06,70.65,7.28,203.35,2.57
Watermelon,90.17,51.19,59.22,21.66,93.49,6.11,44.56,32.25
Grapes,114.42,70.95,143.46,24.03,72.07,6.27,70.82,24.7
Grapes,90.21,62.56,126.58,20.6,72.12,6.97,84.19,25.06
Blackgram,13.11,52.58,18.06,30.74,65.86,7.03,66.81,1.02
Papaya,148.53,89.45,226.37,35.48,96.55,6.99,134.12,53.51
Muskmelon,88.86,48.35,39.07,29.09,100.0,6.29,24.91,22.85
Chickpea,45.25,60.61,90.9,21.41,10.0,6.82,78.46,2.77
Mothbeans,20.92,46.34,19.18,28.73,57.44,6.87,47.83,0.8
Orange,122.65,54.77,93.21,24.42,81.59,7.2,88.28,19.6
Mango,133.71,123.89,153.89,35.11,41.45,5.29,79.97,10.51
Rice,110.84,37.14,41.48,26.73,80.51,6.79,159.46,3.88
Kidneybeans,16.84,56.88,17.23,21.03,42.31,6.29,99.22,1.27
Jute,56.34,49.22,67.09,26.61,64.94,6.63,242.66,3.25
Kidneybeans,20.59,80.68,22.64,23.92,27.89,6.13,130.42,1.43
Chickpea,54.6,68.48,86.79,20.52,12.13,7.05,78.42,2.27
Jute,48.58,36.19,83.31,25.37,90.56,7.84,153.34,3.03
Papaya,149.27,101.88,210.73,30.13,81.38,6.32,147.73,56.66
Blackgram,13.86,64.7,16.59,26.0,68.97,7.43,72.82,1.08
Chickpea,38.67,67.48,82.34,15.15,10.0,7.26,82.11,2.46
Mothbeans,19.62,45.88,18.05,23.6,50.22,6.92,36.18,0.89
Banana,194.68,102.11,283.17,29.85,94.48,5.65,65.03,45.23
Mungbean,19.65,66.95,21.88,32.44,90.79,6.47,47.4,1.03
Pomegranate,98.43,60.67,34.41,22.57,100.0,6.83,81.58,14.76
Maize,146.54,59.83,60.69,25.96,63.34,6.43,76.68,4.8
Apple,93.92,45.67,45.61,24.28,100.0,5.63,148.4,24.13
Blackgram,18.3,74.84,19.14,29.83,88.98,7.15,61.83,1.21
Coffee,110.79,70.24,74.27,24.77,63.91,6.81,140.42,1.1
Jute,56.82,41.08,61.81,25.45,88.88,7.02,150.78,2.86
Lentil,16.21,62.05,17.91,22.22,77.97,7.15,49.47,1.16
Papaya,205.02,105.66,141.14,37.99,100.0,7.01,144.45,45.75
Watermelon,92.54,43.2,54.62,25.55,85.79,5.7,43.79,34.57
Muskmelon,56.57,42.16,48.02,31.12,91.0,6.14,28.4,24.51
Mungbean,23.01,56.17,25.47,29.5,85.08,6.26,37.29,1.1
Rice,102.36,34.0,55.61,21.34,75.6,6.28,279.26,3.42
Kidneybeans,22.82,66.0,16.12,20.39,12.53,6.33,116.81,1.22
Apple,108.63,51.62,60.6,24.58,83.85,5.81,119.76,27.58
Grapes,122.16,56.8,102.65,27.22,67.81,6.43,81.08,24.37
Cotton,102.55,34.29,49.43,24.24,70.85,7.42,193.88,2.31
Kidneybeans,15.6,71.03,17.63,18.19,28.6,6.13,117.0,1.24
Apple,104.58,51.74,74.11,19.91,94.59,5.46,90.94,30.86
Banana,241.94,90.53,272.54,27.95,78.38,6.52,119.46,47.02
Orange,110.39,66.54,58.76,21.92,72.85,7.61,126.59,18.11
Pomegranate,95.63,39.13,50.54,25.94,100.0,6.52,70.08,16.55
Cotton,84.65,39.09,60.67,26.29,80.62,6.43,288.79,2.4
Mungbean,13.2,55.12,15.86,27.08,66.39,6.31,49.53,0.76
Mungbean,19.67,45.28,21.72,28.0,74.82,6.53,37.78,1.14
Apple,135.55,58.96,57.74,21.98,80.29,5.97,115.21,36.07
Grapes,123.01,64.04,121.59,20.43,73.53,6.35,65.26,21.51
Kidneybeans,16.69,72.44,19.28,16.3,15.62,5.15,100.8,1.36
Muskmelon,74.54,60.65,47.54,30.12,96.65,6.01,26.67,27.96
Kidneybeans,24.14,76.76,17.99,16.09,28.41,5.47,138.93,1.46
Papaya,132.68,106.64,222.05,33.64,90.18,7.06,167.39,50.09
Cotton,115.31,41.17,54.04,24.07,45.58,7.26,208.37,2.59
Lentil,18.94,58.69,18.98,19.54,72.11,6.62,34.17,1.0
Chickpea,41.9,46.4,56.11,18.27,17.91,7.25,70.57,2.09
Muskmelon,91.62,50.43,64.82,28.7,100.0,6.36,23.59,27.57
Mungbean,18.66,46.45,22.89,26.57,99.48,5.92,51.25,1.03
Rice,132.28,42.94,50.07,28.15,95.5,7.38,233.37,4.1
Blackgram,17.36,63.79,12.26,24.46,51.64,7.37,72.92,1.08
Coffee,105.97,94.28,82.75,28.05,38.31,6.99,159.22,1.43
Pomegranate,110.28,56.62,28.39,24.41,82.87,6.32,133.88,16.76
Coffee,91.04,110.19,95.91,30.9,59.39,7.09,159.0,1.41
Rice,90.96,51.57,42.9,25.7,100.0,6.42,241.46,4.04
Jute,51.72,33.37,61.75,22.15,86.32,6.49,186.17,3.01
Pomegranate,78.98,47.18,49.23,23.15,96.73,5.86,109.88,15.12
Pomegranate,74.21,55.15,56.71,24.01,100.0,7.04,140.08,19.7
Banana,250.93,78.47,304.85,24.82,52.14,6.5,126.11,50.82
Orange,113.88,26.7,80.73,25.17,96.53,6.63,104.9,14.54
Mango,112.49,107.13,118.53,29.98,46.44,6.07,121.41,10.28
Rice,75.04,46.05,36.25,23.96,86.15,7.22,206.15,3.85
Banana,173.64,96.38,297.69,30.99,84.32,6.56,97.15,39.1
Coconut,21.92,17.29,27.44,29.96,97.68,6.08,103.87,11.94
Pigeonpeas,23.96,60.52,22.21,23.48,44.94,5.18,198.95,1.81
Mungbean,18.52,44.2,27.69,32.41,96.52,6.78,37.23,0.95
Orange,111.92,60.83,89.46,18.91,91.41,6.41,89.31,17.47
Kidneybeans,22.27,56.65,21.75,21.09,24.93,5.25,110.71,1.32
Orange,133.7,68.85,64.61,25.94,81.29,7.96,116.27,17.31
Muskmelon,119.34,53.03,55.55,27.96,100.0,6.37,16.56,28.12
Cotton,101.41,49.49,51.43,26.56,69.66,6.83,277.01,2.5
Mothbeans,18.0,49.51,19.65,33.16,42.6,5.99,29.77,0.81
Cotton,94.56,53.61,55.64,27.8,87.59,6.69,275.08,2.39
Grapes,110.8,60.59,117.12,22.19,79.28,5.75,97.6,26.42
Grapes,114.63,62.38,113.53,21.92,75.76,5.45,74.31,22.76
Banana,230.2,123.48,361.17,25.59,53.45,5.99,85.04,53.39
Pomegranate,51.59,49.5,55.41,18.05,98.08,5.88,118.34,18.39
Rice,77.74,46.41,43.6,27.15,79.14,6.54,174.19,3.94
Coffee,135.86,66.4,74.46,22.85,46.96,5.88,121.45,1.26
Lentil,13.09,76.94,20.43,19.45,55.44,7.32,61.84,1.33
Banana,178.05,130.68,300.17,31.46,88.99,6.56,96.51,37.45
Cotton,117.73,62.82,55.11,21.35,71.89,6.02,160.4,3.02
Jute,46.38,41.65,52.32,26.15,72.89,6.78,119.9,3.03
Maize,122.54,62.56,49.95,25.33,53.51,6.19,83.71,4.82
Rice,65.35,29.65,42.13,24.56,91.02,6.84,257.75,2.78
Coffee,125.78,80.63,84.62,25.94,69.51,6.63,174.61,1.38
Mungbean,13.49,47.66,19.4,27.3,82.27,6.36,38.39,0.98
Blackgram,15.87,73.16,18.89,29.86,80.48,7.5,77.35,1.34
Pomegranate,101.64,42.52,47.59,24.26,91.94,6.89,79.55,18.73
Rice,89.3,38.66,51.51,24.75,80.79,6.25,213.36,3.25
Grapes,89.73,51.79,125.82,21.32,67.99,5.89,79.53,22.14
Grapes,97.9,52.58,140.9,22.33,83.9,5.72,61.4,23.48
Coffee,143.1,82.6,81.28,25.61,66.7,6.89,162.04,1.19
Muskmelon,78.57,57.28,43.8,32.49,100.0,6.47,9.93,26.06
Mango,125.89,46.55,159.36,33.15,47.64,6.13,106.3,9.01
Orange,97.47,69.13,71.7,16.82,98.78,7.47,128.92,15.5
Jute,41.63,41.63,65.28,24.94,65.06,6.2,195.01,3.01
Mungbean,20.3,47.04,14.45,25.86,86.64,5.89,43.84,0.89
Lentil,18.32,65.15,16.43,15.49,58.16,6.82,49.58,1.11
Muskmelon,101.73,65.76,54.17,29.16,85.62,7.42,23.1,28.56
Jute,45.51,37.06,48.01,22.36,100.0,6.86,164.17,2.5
Mungbean,14.94,51.11,19.26,25.66,80.1,7.12,52.71,0.82
Pomegranate,106.92,57.74,42.4,21.23,68.44,6.91,99.77,19.98
Watermelon,53.96,52.74,63.42,26.32,100.0,7.44,44.85,30.78
Blackgram,14.24,62.23,15.1,26.25,77.69,7.52,51.26,1.13
Mothbeans,17.55,57.93,19.28,33.8,45.83,6.84,65.92,0.83
Coffee,132.08,56.94,69.95,23.98,64.6,6.77,127.08,1.39
Pomegranate,59.24,53.19,57.79,25.0,74.54,6.59,128.44,17.74
Pigeonpeas,20.15,62.34,22.25,28.44,38.19,5.82,157.34,1.53
Apple,144.56,68.7,68.58,20.39,100.0,6.05,81.42,35.51
Banana,208.5,91.34,219.44,33.33,87.11,5.56,109.91,39.75
Kidneybeans,15.93,70.04,20.74,17.54,13.68,5.01,125.45,1.36
Kidneybeans,14.53,52.51,18.63,20.4,23.83,5.37,76.37,1.11
Grapes,130.28,65.87,126.79,22.49,72.08,5.64,92.63,25.73
Coconut,27.84,17.88,34.07,28.79,100.0,6.16,133.07,13.28
Banana,191.69,87.74,307.47,27.46,77.1,6.26,109.84,45.79
Coffee,144.48,93.75,79.21,31.96,53.98,6.64,180.2,1.37
Grapes,120.93,56.06,93.13,22.09,92.27,6.26,68.72,22.89
Jute,64.62,43.25,58.41,22.31,83.24,7.23,164.97,3.28
Mango,126.8,111.79,164.09,32.84,30.93,5.73,76.82,8.83
Muskmelon,109.34,59.07,55.78,26.38,86.77,6.13,27.53,29.5
Grapes,121.32,55.13,111.58,23.9,82.77,6.66,67.91,21.5
Jute,52.53,29.68,68.2,17.16,81.47,6.94,224.13,2.68
Coconut,27.41,19.73,31.7,25.41,95.07,6.44,215.05,13.28
Coconut,26.62,13.19,24.13,28.58,93.2,6.67,146.1,10.78
Chickpea,41.14,65.51,90.42,11.72,18.5,7.05,74.83,2.57
Apple,160.57,37.28,57.34,21.42,100.0,6.16,108.45,31.66
Orange,121.58,53.19,67.44,26.6,100.0,5.9,52.12,12.42
Lentil,15.75,96.57,18.62,24.26,75.08,6.91,50.32,1.14
Watermelon,92.39,56.64,57.03,26.46,89.99,6.62,69.42,37.99
Pomegranate,89.71,41.93,40.96,19.48,96.36,6.27,90.52,17.54
Pomegranate,104.12,46.0,65.37,26.89,85.44,6.44,102.92,19.52
Apple,99.1,83.6,58.39,20.29,89.14,5.45,165.69,33.39
Mungbean,16.28,59.32,17.55,26.32,100.0,6.87,51.16,1.22
Mango,126.41,125.31,153.37,33.39,64.53,5.51,72.68,10.26
Cotton,104.99,52.03,46.82,23.94,100.0,6.75,193.64,2.39
Watermelon,69.99,45.14,44.05,27.34,82.07,6.48,34.89,31.59
Mothbeans,23.42,47.63,19.19,30.27,57.07,5.98,50.12,0.9
Coffee,123.98,69.54,86.1,29.56,56.59,6.39,196.57,1.25
Coffee,103.47,72.12,90.58,27.82,53.61,6.63,114.95,1.18
Apple,152.23,49.67,64.74,23.05,91.1,6.91,77.32,30.15
Coconut,30.67,16.15,29.67,23.19,93.38,6.45,178.81,11.61
Muskmelon,77.55,59.89,39.76,30.18,100.0,6.87,19.99,21.94
Grapes,117.64,69.79,119.71,25.4,86.39,5.8,70.83,22.68
Chickpea,42.59,81.61,84.12,16.17,15.12,6.82,87.91,2.39
Mungbean,15.03,51.51,19.17,22.31,83.64,6.25,54.57,0.88
Orange,126.5,60.21,59.98,20.34,100.0,7.09,108.99,14.91
Coffee,165.55,86.13,68.5,30.12,53.69,6.87,254.12,1.43
Chickpea,37.68,73.8,61.06,19.52,13.07,6.98,72.88,2.35
Muskmelon,80.88,42.78,60.45,31.68,100.0,6.14,28.34,28.01
Mothbeans,22.53,52.74,18.9,30.22,42.05,6.21,59.04,0.91
Rice,69.18,40.13,42.76,21.46,82.55,6.31,176.75,3.64
Mango,165.09,74.9,144.11,25.46,23.62,6.19,107.47,11.55
Lentil,16.94,59.14,18.82,23.8,78.22,7.37,34.2,1.09
Rice,84.88,36.93,44.82,17.17,78.53,6.25,222.78,4.33
Mothbeans,18.72,43.58,21.07,28.18,69.28,5.71,49.88,0.85
Watermelon,83.09,34.41,48.44,25.28,100.0,6.71,51.64,29.56
Pomegranate,131.44,50.16,38.91,21.81,85.09,6.68,106.51,19.73
Mango,117.57,79.6,148.59,31.2,56.28,5.85,86.75,8.26
Mango,109.8,118.17,142.1,30.42,47.96,5.66,97.28,11.34
Coffee,115.37,82.12,84.01,29.28,60.23,6.92,149.54,1.37
Maize,142.99,61.54,34.6,18.34,62.63,5.62,69.84,5.23
Blackgram,17.47,71.34,17.48,29.4,47.05,6.49,42.91,1.14
Apple,117.37,59.21,80.42,28.92,94.64,6.2,113.0,29.56
Cotton,81.0,51.02,50.47,22.61,75.37,6.59,195.55,2.3
Mothbeans,18.34,62.24,16.48,27.07,58.92,6.81,72.62,0.93
Watermelon,73.83,54.89,40.93,26.33,85.82,7.05,27.73,32.33
Grapes,134.64,57.94,140.56,19.16,84.73,5.95,55.36,28.17
Coffee,94.87,86.92,66.33,22.86,54.49,6.69,212.88,1.29
Apple,125.75,63.76,74.34,23.25,89.23,6.08,115.67,34.64
Apple,110.58,62.28,63.11,21.67,100.0,5.27,137.11,35.26
Coconut,25.59,14.62,33.31,26.54,100.0,5.97,153.81,13.56
Jute,50.41,42.24,56.86,22.64,88.72,6.4,196.93,2.65
Pomegranate,86.0,44.18,55.94,17.6,100.0,6.23,79.78,16.44
Cotton,101.72,41.88,41.6,25.83,67.5,7.47,138.01,2.55
Pomegranate,101.47,38.24,62.59,23.57,96.59,6.9,116.92,14.33
Cotton,94.28,68.4,58.26,22.72,83.0,7.31,277.71,2.6
Coconut,35.86,18.08,27.45,25.2,84.24,6.13,159.53,12.59
Maize,137.62,61.37,60.72,21.16,58.19,6.48,117.88,5.81
Apple,138.04,73.4,39.21,26.79,88.05,5.32,92.58,27.88
Lentil,20.33,76.75,23.98,23.85,38.05,7.29,49.2,1.3
Orange,97.44,66.72,80.68,23.44,79.98,6.76,102.48,17.42
Pomegranate,119.43,51.9,54.26,21.38,97.88,7.03,118.82,21.49
Banana,193.92,87.81,309.27,26.78,87.52,5.7,102.06,40.67
Lentil,17.28,81.91,22.4,26.26,61.94,8.41,54.38,1.18
Apple,119.84,66.29,70.5,20.94,100.0,5.51,124.36,32.07
Coconut,28.8,14.37,33.24,28.19,86.51,6.53,243.24,13.81
Banana,200.0,91.37,293.82,32.69,87.43,5.86,122.12,49.52
Cotton,89.79,44.07,44.26,20.14,84.06,6.26,163.83,2.42
Orange,116.27,63.1,94.09,18.17,89.03,6.08,101.5,16.65
Lentil,20.01,68.57,14.22,27.78,50.38,7.73,41.53,1.33
Watermelon,82.15,32.0,39.33,32.0,79.93,7.15,52.3,28.58
Jute,46.62,32.81,65.31,26.79,74.5,6.35,183.91,2.72
Lentil,15.16,53.39,18.47,20.17,62.16,7.04,40.99,1.18
Orange,90.39,57.43,93.63,25.61,100.0,6.52,104.31,15.89
Mungbean,25.34,49.19,20.67,22.24,89.54,6.28,52.5,1.03
Maize,142.26,66.81,65.01,24.76,54.34,5.5,88.62,5.36
Coffee,109.01,69.51,97.88,24.55,65.6,7.41,97.86,1.45
Chickpea,42.86,64.81,67.34,22.82,10.0,7.31,81.77,2.54
Cotton,96.94,60.38,33.11,21.14,74.01,7.41,189.56,2.54
Pomegranate,131.0,54.31,52.8,15.64,73.73,6.53,135.17,23.39
Mothbeans,20.66,54.48,12.52,30.17,52.51,7.27,71.26,0.75
Mango,141.46,77.42,178.21,34.08,47.42,5.92,134.4,11.39
Cotton,53.34,42.52,49.01,21.71,67.39,6.54,147.31,1.81
Cotton,111.98,46.87,47.74,24.87,85.79,7.8,170.6,1.91
Papaya,174.73,93.96,164.85,29.21,82.82,6.91,180.78,50.08
Kidneybeans,17.53,65.16,18.93,17.94,10.0,5.39,88.81,1.48
Muskmelon,90.25,48.31,51.97,25.56,83.89,6.47,31.87,24.27
Mothbeans,21.51,41.91,20.01,27.04,54.78,7.19,59.94,0.8
Mango,173.65,88.38,168.41,28.98,36.88,6.4,107.87,10.39
Pomegranate,109.83,44.89,46.58,18.71,82.32,5.71,106.54,18.94
Mango,140.31,102.84,134.6,30.71,29.26,5.71,94.92,10.61
Rice,78.15,35.42,49.38,24.68,87.08,7.35,191.55,4.05
Papaya,149.41,122.56,175.06,25.33,100.0,6.35,101.81,55.93
Pigeonpeas,23.23,62.51,18.19,26.96,50.15,6.05,124.69,1.87
Apple,125.01,63.17,59.96,15.94,96.31,6.15,95.41,28.9
Pigeonpeas,17.07,50.54,18.52,25.53,74.57,5.06,141.29,1.58
Chickpea,27.09,56.38,68.26,12.95,36.93,6.79,44.02,2.08
Banana,221.18,88.08,300.37,28.91,78.78,6.55,145.95,48.75
Cotton,68.52,43.64,42.84,24.46,71.23,6.87,216.95,2.21
Orange,131.98,62.89,74.46,28.43,100.0,5.33,135.57,17.98
Mothbeans,30.07,55.13,17.26,25.12,74.7,6.69,73.79,0.98
Cotton,119.69,33.64,55.33,24.12,74.61,7.46,189.94,2.69
Mungbean,17.53,38.53,17.72,32.63,99.03,6.98,62.99,0.78
Coffee,125.12,73.58,45.05,27.97,63.31,7.73,205.56,1.09
Chickpea,34.01,56.51,85.65,15.0,23.79,7.89,93.38,2.09
Blackgram,10.07,36.04,19.5,27.17,81.94,7.79,93.11,0.94
Pigeonpeas,21.92,49.67,19.74,31.41,49.1,5.56,143.99,1.44
Jute,48.33,57.66,59.05,19.87,75.49,7.72,211.03,2.63
Rice,89.13,32.12,42.1,30.17,67.44,7.02,186.26,3.54
Blackgram,16.22,62.57,18.27,29.51,49.01,7.9,71.28,1.09
Cotton,93.49,49.14,50.76,21.69,67.0,6.91,148.46,2.12
Banana,180.73,99.95,318.15,25.33,72.35,5.49,91.09,49.37
Mungbean,24.32,47.15,23.22,36.84,78.3,6.89,48.69,1.08
Maize,132.26,61.5,45.46,21.09,57.8,6.35,71.85,4.45
Pomegranate,106.19,56.69,48.69,19.5,93.07,6.59,128.81,19.25
Lentil,17.47,81.19,19.99,23.63,67.44,6.85,31.73,1.05
Kidneybeans,20.9,78.5,19.06,17.05,17.27,5.96,102.11,1.13
Rice,106.13,35.44,51.37,29.42,93.21,6.84,209.76,3.91
Apple,111.35,50.02,67.81,18.58,94.23,5.81,117.93,30.36
Maize,148.77,52.68,62.2,21.23,46.47,5.72,65.19,4.19
Muskmelon,78.18,49.28,51.54,27.61,79.85,5.82,31.79,28.14
Grapes,130.48,64.21,120.59,19.03,93.88,6.36,68.63,25.12
Papaya,176.53,102.63,210.39,34.74,97.63,6.8,142.93,51.32
Maize,147.07,71.66,54.08,17.12,80.72,5.68,113.82,5.33
Blackgram,17.9,64.34,17.84,29.83,68.4,6.53,69.46,1.21
Rice,94.92,42.87,47.83,22.85,90.84,6.59,175.01,4.26
Mungbean,21.75,39.12,17.19,26.06,90.91,6.37,38.44,0.96
Watermelon,67.39,56.47,55.63,24.75,74.47,6.86,37.23,24.89
Pigeonpeas,19.09,87.11,20.27,35.7,44.03,5.71,131.72,1.72
Pomegranate,108.41,37.99,56.12,20.63,100.0,7.04,112.07,18.97
Lentil,20.75,82.01,19.83,21.11,64.61,7.19,30.75,1.42
Grapes,107.81,54.75,122.48,18.53,79.01,5.41,59.87,29.55
Orange,118.83,66.09,98.48,19.74,69.3,6.18,150.49,18.17
Cotton,103.39,43.79,43.84,18.82,78.49,7.09,192.04,2.28
Apple,169.65,51.06,48.1,22.59,83.22,5.29,109.39,31.56
Coffee,109.51,64.39,90.98,27.03,34.97,7.09,189.12,1.12
Coconut,38.89,20.04,32.39,26.68,81.88,6.38,201.78,12.52
Maize,132.91,60.52,56.88,21.18,48.42,6.55,108.61,5.08
Mango,119.56,82.27,169.31,30.06,47.84,6.03,73.44,9.83
Kidneybeans,23.24,88.2,15.26,23.16,10.0,6.19,110.04,1.4
Mungbean,21.1,51.33,24.95,33.01,88.97,7.12,58.0,1.21
Blackgram,17.87,47.08,14.85,31.35,73.51,7.51,63.68,1.06
Banana,234.92,113.99,272.78,26.17,70.67,5.14,77.66,42.54
Jute,52.25,46.24,55.53,23.03,71.3,6.97,222.99,3.32
Watermelon,70.63,58.34,44.31,25.81,67.58,6.58,63.91,38.63
Cotton,105.97,37.72,47.59,21.19,68.98,6.53,231.48,1.81
Jute,42.87,40.68,51.34,24.91,77.21,6.81,209.27,2.35
Coconut,28.58,14.26,23.74,27.74,92.76,5.91,186.13,11.17
Pigeonpeas,21.47,68.2,18.1,30.95,38.16,5.51,190.25,1.53
