crop,N,P,K,temperature,humidity,ph,rainfall,yield
Pomegranate,65,44,51,22.5,101.1,5.66,126.7,13.05
Pomegranate,116,41,31,22.2,107.1,5.98,90.0,13.25
Pomegranate,51,46,46,26.0,72.9,7.06,88.6,13.36
Pomegranate,77,38,26,17.7,78.4,5.99,114.6,12.62
Pomegranate,107,56,40,22.2,91.2,5.77,109.3,14.36
Pomegranate,82,43,56,25.9,77.5,5.84,120.3,13.39
Pomegranate,81,48,58,20.5,73.3,6.73,99.2,14.48
Pomegranate,88,58,56,21.9,103.8,6.67,99.0,14.7
Pomegranate,78,35,46,21.6,73.9,6.65,106.9,14.18
Pomegranate,62,59,51,19.5,86.8,6.44,112.3,14.29
Pomegranate,74,59,47,23.3,82.1,6.48,126.1,14.23
Pomegranate,75,25,50,24.2,106.9,5.54,113.1,12.76
Pomegranate,81,30,47,18.3,80.2,6.57,102.1,13.49
Pomegranate,69,32,28,24.3,96.2,5.95,111.5,12.43
Pomegranate,55,39,28,23.0,79.2,5.84,126.2,12.3
Pomegranate,109,40,59,24.7,85.8,5.84,116.1,15.19
Pomegranate,102,29,38,25.0,80.2,5.62,91.5,12.67
Pomegranate,88,30,28,18.2,75.1,6.6,105.8,13.08
Pomegranate,72,57,33,20.5,76.0,6.54,115.2,13.11
Pomegranate,55,56,25,25.0,99.3,6.92,100.8,13.53
Pomegranate,66,37,53,26.4,85.1,6.35,102.3,13.63
Pomegranate,75,34,33,25.9,77.4,7.22,94.4,12.81
Pomegranate,102,41,28,21.1,83.8,5.76,104.7,13.85
Pomegranate,117,37,40,21.5,74.9,5.52,99.4,13.81
Pomegranate,84,31,29,22.0,96.6,7.07,126.6,13.03
Pomegranate,105,51,30,26.3,83.4,7.19,106.5,14.07
Pomegranate,113,57,45,23.9,86.4,7.09,117.9,14.07
Pomegranate,117,36,58,18.4,81.3,5.66,117.6,13.89
Pomegranate,106,35,37,20.3,87.0,7.2,95.8,14.32
Pomegranate,81,57,41,25.0,97.7,7.15,90.4,13.15
Pomegranate,78,45,35,25.9,95.6,6.35,109.8,14.1
Pomegranate,63,25,29,26.2,75.3,7.14,107.7,11.85
Pomegranate,52,28,47,17.9,75.7,5.85,91.8,12.31
Pomegranate,56,58,47,23.3,88.4,5.91,87.7,13.63
Pomegranate,91,37,54,19.9,73.1,6.72,111.0,14.55
Pomegranate,115,56,35,18.7,86.4,7.16,88.9,14.04
Pomegranate,107,30,35,18.7,103.3,6.9,95.3,12.88
Pomegranate,117,49,54,25.0,81.1,6.05,129.5,14.21
Pomegranate,77,40,34,24.2,77.3,7.06,96.3,13.38
Pomegranate,112,55,29,18.2,74.9,5.94,126.2,13.19
Pomegranate,86,58,45,20.7,94.6,5.73,101.0,14.05
Pomegranate,98,38,30,25.0,89.8,6.06,104.7,14.03
Pomegranate,66,58,51,20.0,100.5,5.5,86.8,13.61
Pomegranate,107,28,49,19.5,107.3,5.64,126.5,13.15
Pomegranate,97,47,50,24.5,94.8,5.46,119.1,14.23
Pomegranate,91,48,47,22.3,92.8,6.06,116.0,14.81
Pomegranate,53,44,51,19.6,72.5,6.73,91.0,13.55
Pomegranate,117,47,42,25.0,80.7,5.87,98.0,14.89
Pomegranate,108,54,41,21.4,93.7,6.72,87.9,14.52
Pomegranate,75,54,37,19.7,96.0,6.37,122.8,14.39
Pomegranate,53,59,52,19.5,72.7,5.66,125.8,13.39
Pomegranate,77,45,40,23.3,98.6,6.52,101.9,13.62
Pomegranate,105,57,26,20.7,105.2,5.57,93.0,13.44
Pomegranate,101,38,42,21.1,79.4,6.6,124.4,14.45
Pomegranate,70,39,47,18.4,84.5,7.0,98.0,13.81
Pomegranate,114,47,57,21.0,98.6,7.15,108.6,14.98
Pomegranate,85,43,50,23.4,86.2,5.61,120.9,13.51
Pomegranate,117,53,41,22.7,93.7,5.73,124.3,14.95
Pomegranate,61,33,27,20.5,89.5,5.44,92.3,12.9
Pomegranate,108,43,37,24.3,87.4,6.76,104.7,14.48
Pomegranate,117,34,31,24.6,89.9,5.8,117.0,13.25
Pomegranate,95,33,42,19.8,104.7,7.16,90.8,13.66
Pomegranate,50,33,26,22.8,104.3,6.15,97.7,12.53
Pomegranate,54,49,35,20.6,107.2,7.35,115.0,12.65
Pomegranate,117,52,32,25.3,95.1,7.1,125.6,14.06
Pomegranate,75,54,48,21.9,93.9,6.61,128.2,14.14
Pomegranate,96,31,32,22.7,88.3,6.83,96.0,12.95
Pomegranate,117,52,27,22.7,75.1,5.64,100.3,14.48
Pomegranate,55,47,26,17.9,83.8,6.91,102.5,12.34
Pomegranate,110,39,45,26.0,102.0,6.81,121.5,14.44
Pomegranate,61,29,50,19.2,102.8,6.51,125.6,13.48
Pomegranate,86,36,49,24.7,74.1,6.91,119.6,13.72
Pomegranate,64,54,28,21.8,107.4,6.52,128.5,13.22
Pomegranate,86,41,30,19.6,107.5,7.26,104.7,13.29
Pomegranate,59,47,43,23.0,101.1,5.57,95.4,12.93
Pomegranate,66,57,54,20.3,97.7,6.95,109.9,14.79
Pomegranate,87,31,47,26.3,87.8,5.88,118.4,13.04
Pomegranate,65,32,27,19.8,81.6,7.06,93.7,12.37
Pomegranate,52,54,55,17.7,83.6,6.12,96.4,14.14
Pomegranate,85,29,32,19.9,98.0,6.94,115.2,12.48
Pomegranate,88,31,47,19.6,107.7,7.23,88.9,13.55
Pomegranate,87,42,45,22.5,78.0,6.37,101.1,13.88
Pomegranate,82,59,39,20.2,83.6,7.26,123.1,13.51
Pomegranate,52,52,38,21.3,104.1,7.15,89.0,13.52
Pomegranate,64,56,28,22.6,107.5,6.78,117.4,14.06
Pomegranate,119,45,36,19.5,93.4,6.83,107.6,14.73
Pomegranate,67,26,42,23.1,107.0,7.26,86.8,12.67
Pomegranate,94,32,39,24.7,92.9,7.16,124.4,13.11
Pomegranate,114,43,26,18.9,75.5,5.96,94.3,14.11
Pomegranate,70,35,44,25.8,80.8,6.96,102.0,13.06
Pomegranate,103,58,54,22.7,93.8,7.15,100.9,14.76
Pomegranate,114,40,47,18.7,101.3,7.18,129.0,14.22
Pomegranate,52,37,44,23.4,93.8,6.04,123.0,13.89
Pomegranate,72,57,43,22.6,99.1,7.07,120.5,14.05
Pomegranate,106,57,34,20.4,83.8,7.36,116.8,14.55
Pomegranate,100,52,53,21.5,82.6,7.3,94.4,14.25
Pomegranate,114,47,56,26.2,105.2,6.72,126.3,14.23
Pomegranate,105,34,44,19.1,76.2,6.4,103.4,13.67
Pomegranate,101,48,26,26.2,74.6,7.1,124.6,12.73
Pomegranate,111,37,47,18.1,94.7,5.58,87.2,13.5
Pomegranate,104,58,37,22.2,72.2,5.52,88.5,13.74
Pomegranate,51,49,33,20.8,94.4,6.96,103.0,13.09
Pomegranate,117,53,37,20.8,72.7,6.5,129.3,14.31
Pomegranate,110,38,29,21.5,74.2,6.46,128.1,13.84
Pomegranate,92,50,28,22.1,78.1,6.96,125.0,13.49
Pomegranate,62,48,27,23.5,85.3,5.48,100.7,12.84
Pomegranate,73,25,55,25.8,74.5,5.58,107.9,13.2
Pomegranate,69,58,41,24.3,98.0,5.8,103.1,14.29
Pomegranate,107,46,49,25.5,100.0,5.92,93.2,14.35
Pomegranate,78,27,37,26.1,75.6,7.21,108.4,12.59
Pomegranate,91,34,51,23.3,93.8,5.92,119.2,13.73
Pomegranate,115,43,31,25.5,74.4,6.97,90.2,13.14
Pomegranate,81,29,57,23.6,82.0,6.81,107.7,14.33
Pomegranate,60,45,51,20.5,92.7,5.95,117.4,14.36
Pomegranate,117,56,45,20.3,104.0,6.03,111.2,14.43
Pomegranate,103,44,56,19.7,106.9,6.68,111.5,14.16
Pomegranate,101,53,42,17.8,106.5,6.36,118.9,14.38
Pomegranate,97,41,53,25.1,88.9,6.46,95.3,14.1
Pomegranate,69,30,28,18.5,91.4,5.68,91.7,12.67
Pomegranate,81,40,53,21.4,97.0,5.55,103.7,14.24
Pomegranate,91,46,56,19.0,102.2,6.55,91.9,14.44
Pomegranate,64,40,55,22.0,105.4,6.96,87.1,13.52
Pomegranate,110,36,29,23.1,102.4,6.95,105.2,14.05
Pomegranate,101,47,53,21.3,73.7,5.97,99.5,14.39
Pomegranate,117,57,59,20.0,84.8,7.07,105.9,15.71
Pomegranate,53,58,59,24.2,97.1,7.29,102.0,13.69
Pomegranate,69,47,52,23.7,103.6,7.0,100.3,13.4
Pomegranate,77,47,42,26.0,81.6,5.96,118.6,13.44
Pomegranate,73,48,41,25.9,105.8,5.84,115.5,13.94
Pomegranate,98,59,25,25.6,84.0,7.17,129.6,14.16
Pomegranate,104,49,30,25.8,88.9,6.8,109.2,14.43
Pomegranate,83,45,48,25.4,89.9,6.51,127.3,14.7
Pomegranate,108,55,50,23.3,87.3,5.89,103.8,15.6
Pomegranate,106,43,52,19.2,88.7,6.03,115.8,14.59
Pomegranate,94,51,58,24.7,82.3,5.53,116.3,15.13
Pomegranate,92,38,28,20.7,89.2,6.34,124.0,13.56
Pomegranate,59,42,39,20.1,107.8,6.19,111.7,13.88
Pomegranate,79,36,54,23.6,100.9,5.78,101.2,13.21
Pomegranate,77,27,39,21.8,74.2,5.71,113.4,12.54
Pomegranate,96,25,27,19.5,102.6,6.85,99.7,12.28
Pomegranate,64,51,35,19.2,107.5,6.81,111.2,13.76
Pomegranate,69,34,44,18.4,85.7,6.12,111.3,13.59
Pomegranate,58,47,31,25.1,87.1,5.91,97.8,13.85
Pomegranate,87,44,59,25.6,81.5,6.57,125.9,13.53
Pomegranate,55,30,53,24.9,92.3,7.32,125.5,13.77
Pomegranate,92,38,40,21.4,92.9,6.54,93.1,14.48
Pomegranate,107,44,32,21.8,103.7,7.14,115.6,13.57
Pomegranate,61,42,38,21.8,89.3,6.5,99.6,14.03
Pomegranate,53,33,53,24.0,103.5,5.7,106.9,13.72
Pomegranate,119,45,53,21.1,84.9,6.07,127.4,14.16
Pomegranate,79,46,30,25.2,95.6,6.93,99.6,13.43
Pomegranate,98,30,58,23.9,99.4,7.14,107.5,14.38
Pomegranate,111,43,54,25.2,74.9,6.45,93.8,14.29
Pomegranate,61,42,33,24.5,85.8,5.54,113.0,12.52
Pomegranate,76,55,52,22.9,103.2,6.17,127.8,13.79
Pomegranate,102,28,36,19.5,96.0,5.48,88.6,12.56
Pomegranate,55,56,41,18.5,74.5,6.98,112.1,13.17
Pomegranate,98,40,59,19.2,85.1,5.63,109.3,14.52
Pomegranate,65,37,26,22.7,85.3,6.71,125.4,12.32
Pomegranate,57,36,35,21.1,102.4,5.62,127.6,12.4
Pomegranate,54,26,49,18.2,95.9,6.53,106.3,12.61
Pomegranate,116,37,58,24.7,108.0,7.25,86.7,14.22
Pomegranate,99,59,59,19.5,79.7,6.36,122.4,14.93
Pomegranate,53,54,55,18.5,103.7,5.77,98.9,13.35
Pomegranate,107,59,46,19.0,103.1,6.74,127.4,14.02
Pomegranate,118,39,32,21.0,81.7,6.26,116.3,13.79
Pomegranate,61,47,54,26.2,81.8,6.83,101.1,14.29
Pomegranate,108,27,54,23.9,73.1,7.28,120.4,13.54
Pomegranate,55,36,33,18.2,76.1,6.61,127.2,13.11
Pomegranate,117,53,39,24.9,77.4,6.94,103.9,14.75
Pomegranate,99,34,57,24.3,107.9,6.24,112.6,14.59
Pomegranate,67,42,56,20.9,83.4,7.05,101.5,13.53
Pomegranate,71,55,51,21.0,103.6,6.77,115.0,14.15
Pomegranate,57,50,42,25.1,103.7,5.75,118.3,13.75
Pomegranate,57,29,44,24.9,75.5,7.29,88.8,12.03
Pomegranate,55,42,52,20.5,104.8,5.77,88.2,13.36
Pomegranate,88,54,36,18.0,81.7,7.17,98.9,14.36
Pomegranate,69,29,59,19.9,77.2,6.96,103.9,12.86
Pomegranate,87,49,54,18.2,101.5,6.72,96.2,14.43
Pomegranate,118,55,39,19.8,94.2,5.52,129.3,13.74
Pomegranate,54,50,48,18.6,77.4,5.45,125.6,13.98
Pomegranate,96,27,47,18.0,91.3,5.86,125.4,13.31
Pomegranate,83,48,32,24.2,100.3,6.86,103.3,13.9
Pomegranate,71,29,41,18.3,73.4,6.27,120.8,12.39
Pomegranate,108,41,51,18.6,98.7,5.45,124.4,13.98
Pomegranate,83,33,42,26.2,85.1,6.46,105.3,13.48
Pomegranate,83,52,40,21.9,96.8,5.75,112.5,14.63
Pomegranate,88,33,45,18.6,79.4,6.58,127.5,12.97
Pomegranate,75,40,31,20.8,89.5,6.25,96.0,13.91
Pomegranate,113,34,49,25.5,96.4,6.76,90.8,13.34
Pomegranate,91,53,53,23.7,94.6,6.57,119.8,15.16
Pomegranate,119,43,28,23.5,77.9,6.97,119.0,13.09
Pomegranate,65,28,25,22.5,73.4,7.02,101.9,11.94
Pomegranate,54,39,47,23.9,98.5,5.9,103.6,12.85
Pomegranate,113,57,46,25.4,94.4,6.19,100.1,15.3
Pomegranate,102,40,39,26.2,86.6,6.11,121.2,14.3
Pomegranate,114,51,38,26.3,76.8,7.32,101.9,13.83
Pomegranate,84,57,53,23.0,78.4,6.13,124.1,14.89
Pomegranate,119,56,38,20.0,94.1,7.23,110.6,14.97
Pomegranate,107,56,55,22.0,75.5,7.2,122.7,14.97
Pomegranate,70,29,26,18.0,72.2,6.48,103.2,12.57
Pomegranate,119,58,33,23.9,101.1,7.27,110.7,14.6
Pomegranate,69,27,49,20.4,95.4,6.8,104.3,13.61
Pomegranate,109,47,56,21.0,92.3,5.91,123.1,14.57
Pomegranate,105,34,41,23.0,73.8,6.04,122.3,13.78
Pomegranate,66,34,25,21.9,91.1,7.07,87.4,12.7
Pomegranate,75,59,25,25.9,73.7,6.97,126.2,13.62
Pomegranate,58,46,57,20.5,89.7,5.84,99.3,14.1
Pomegranate,104,43,31,20.3,85.8,6.4,108.5,14.49
Pomegranate,81,37,32,17.7,97.0,6.13,128.0,12.8
Pomegranate,75,26,31,19.0,88.9,6.28,90.4,12.85
Pomegranate,97,59,37,23.9,76.4,6.63,128.9,14.28
Pomegranate,111,47,28,17.8,99.0,5.64,121.9,12.94
Pomegranate,99,53,42,23.2,73.5,7.32,98.3,13.52
Pomegranate,79,46,54,19.5,99.8,6.78,106.8,13.74
Pomegranate,104,44,56,22.7,88.1,7.05,108.5,14.35
Pomegranate,89,30,37,25.1,93.7,5.54,102.6,13.18
Pomegranate,78,26,27,20.3,101.3,6.36,91.7,12.86
Pomegranate,70,28,47,22.3,101.3,7.16,110.9,13.22
Pomegranate,70,31,35,26.1,84.6,5.6,116.4,12.61
Pomegranate,101,36,58,26.2,82.1,6.5,127.5,13.5
Pomegranate,52,44,36,18.6,82.6,6.96,116.7,13.63
Pomegranate,57,40,44,21.8,86.8,7.31,96.3,13.78
Pomegranate,59,25,30,24.9,80.7,6.43,96.0,12.67
Pomegranate,66,48,38,24.4,83.7,6.81,112.8,13.17
Pomegranate,51,25,52,19.8,102.1,7.22,126.0,12.69
Pomegranate,71,26,42,18.9,73.5,6.04,93.3,13.13
Pomegranate,92,58,32,22.0,84.8,6.37,128.3,14.16
Pomegranate,109,52,59,18.9,78.8,6.52,123.3,14.01
Pomegranate,92,59,43,20.2,90.0,6.34,113.7,14.02
Pomegranate,98,38,28,22.6,95.8,6.7,124.3,14.06
Pomegranate,108,39,43,26.3,78.3,5.57,114.4,13.7
Pomegranate,116,38,25,24.4,104.4,6.41,123.3,13.97
Pomegranate,54,56,42,18.0,98.2,5.77,93.5,13.69
Pomegranate,76,42,25,22.4,74.7,5.7,105.8,13.35
Pomegranate,57,46,52,26.3,87.9,5.52,95.8,12.99
Pomegranate,64,44,25,22.4,102.6,5.94,124.6,13.48
Pomegranate,119,44,26,24.8,106.0,6.47,125.2,13.12
Pomegranate,79,52,43,25.7,88.5,5.7,118.2,13.34
Pomegranate,56,27,59,23.7,87.2,6.84,104.7,13.22
Pomegranate,72,47,55,21.8,96.6,5.49,96.0,14.13
Pomegranate,88,54,32,22.2,105.2,6.08,114.2,14.56
Pomegranate,66,28,39,25.3,90.9,5.99,107.8,13.68
Pomegranate,73,58,42,26.0,75.5,6.28,113.7,14.19
Pomegranate,69,30,58,25.0,96.1,5.7,103.1,13.52
Pomegranate,92,58,33,19.3,76.0,5.75,128.6,13.29
Pomegranate,106,37,55,21.8,87.6,6.03,87.8,13.73
Pomegranate,113,43,50,21.1,104.3,6.08,119.4,14.34
Pomegranate,78,38,29,23.0,89.5,7.06,115.0,13.14
Pomegranate,58,56,48,20.2,81.5,6.25,110.7,14.06
Pomegranate,92,45,26,21.7,76.9,6.35,117.4,13.31
Pomegranate,80,25,36,24.4,75.8,6.28,108.7,13.65
Pomegranate,66,39,43,19.5,80.5,5.83,92.2,13.32
Pomegranate,102,43,29,20.8,103.7,6.4,104.7,13.72
Pomegranate,89,56,59,18.1,85.0,5.96,102.5,14.69
Pomegranate,89,35,42,25.7,97.4,6.55,122.4,13.41
Pomegranate,83,46,25,21.1,73.9,7.02,89.7,13.03
Pomegranate,69,38,53,22.8,87.6,6.94,98.7,14.01
Pomegranate,110,25,45,21.4,84.8,7.12,115.2,13.59
Pomegranate,115,57,33,18.1,89.1,5.96,108.8,14.25
Pomegranate,95,55,50,25.2,95.4,7.02,93.2,15.01
Pomegranate,72,53,29,23.5,91.8,7.15,108.3,13.99
Pomegranate,107,26,52,19.3,75.9,6.16,129.2,14.05
Pomegranate,77,56,26,21.5,94.6,6.22,115.7,14.39
Pomegranate,110,53,28,23.5,81.1,6.13,114.0,14.82
Pomegranate,78,31,59,26.3,104.7,6.04,97.5,13.58
Pomegranate,71,48,36,25.7,96.3,5.56,125.9,13.04
Pomegranate,63,42,42,25.1,74.9,5.47,129.4,13.0
Pomegranate,99,55,31,25.0,104.5,6.82,110.1,13.77
Pomegranate,91,56,42,20.4,105.6,5.94,94.5,13.5
Pomegranate,74,36,58,26.1,98.6,5.76,122.7,13.2
Pomegranate,106,28,57,20.0,80.3,5.91,125.7,14.57
Pomegranate,59,58,41,20.1,95.2,5.88,98.8,14.1
Pomegranate,60,49,37,21.6,87.4,6.4,126.1,13.86
Pomegranate,69,49,35,25.1,89.0,5.94,106.0,13.88
Pomegranate,77,34,46,18.9,103.2,6.42,118.3,13.69
Pomegranate,70,44,25,21.6,104.3,5.58,114.9,12.45
Pomegranate,90,44,35,19.1,90.3,5.92,111.4,13.69
Pomegranate,68,29,42,21.3,90.2,6.34,127.9,13.68
Pomegranate,117,55,31,22.1,74.6,6.14,101.2,14.4
Pomegranate,89,37,54,22.3,81.4,7.34,97.8,14.59
Pomegranate,74,29,30,24.4,82.3,5.97,126.1,13.01
Pomegranate,82,25,52,21.2,95.5,6.85,89.5,13.66
Pomegranate,92,35,36,21.6,99.0,5.96,114.7,13.4
Pomegranate,51,41,59,24.0,76.4,5.58,109.0,13.03
Pomegranate,54,38,47,18.4,95.8,5.93,89.8,13.51
Pomegranate,118,42,32,21.7,107.0,5.55,88.6,14.08
Pomegranate,81,46,58,23.9,95.0,6.18,126.7,13.82
Pomegranate,81,31,33,23.4,99.5,5.69,129.1,12.71
Pomegranate,60,58,42,22.2,81.2,6.36,107.6,14.31
Pomegranate,105,54,33,22.9,90.6,6.07,107.8,14.82
Pomegranate,95,46,46,25.0,79.0,5.65,110.8,14.11
Pomegranate,75,34,55,24.7,91.6,6.41,96.1,13.72
Pomegranate,118,56,30,19.1,101.1,5.47,118.5,13.84
Pomegranate,114,28,46,22.7,78.0,6.3,126.5,14.26
Pomegranate,108,59,58,20.8,83.9,7.29,96.1,14.22
Pomegranate,95,45,52,18.2,95.9,7.01,114.1,14.01
Pomegranate,76,27,54,24.2,102.9,6.65,102.8,13.09
Pomegranate,106,53,52,19.1,91.0,6.61,99.7,14.95
Pomegranate,112,53,48,24.2,103.6,5.45,88.8,13.77
Pomegranate,58,36,42,23.3,103.5,5.81,120.3,13.23
Pomegranate,50,56,56,24.9,85.8,5.77,112.2,14.15
Pomegranate,94,56,48,23.8,105.3,6.74,107.9,14.97
Pomegranate,104,31,56,23.6,89.1,5.59,94.8,14.69
Pomegranate,61,34,52,22.3,76.8,6.29,114.8,13.56
Pomegranate,63,28,55,20.2,95.5,6.94,98.0,12.94
Pomegranate,99,38,34,26.1,92.7,6.9,128.4,13.26
Pomegranate,94,48,44,17.7,92.7,7.03,126.7,14.29
Pomegranate,81,48,54,21.6,105.2,6.23,115.2,14.11
Pomegranate,95,27,48,25.5,77.6,7.18,90.2,13.69
Pomegranate,115,28,43,21.6,107.9,6.55,107.0,13.59
Pomegranate,108,38,40,25.6,94.3,6.84,121.2,14.11
Pomegranate,105,58,50,18.1,81.7,5.44,98.2,13.85
Pomegranate,119,38,38,21.6,97.0,6.24,106.3,14.43
Pomegranate,103,57,37,21.6,78.9,6.67,92.4,14.29
Banana,85,82,73,26.3,74.4,6.45,84.9,37.22
Banana,80,43,104,31.2,77.6,5.31,113.5,36.17
Banana,113,88,108,30.6,94.4,6.63,98.0,40.07
Banana,78,86,50,23.8,92.0,6.08,96.4,33.68
Banana,101,69,94,30.6,68.8,6.78,92.5,37.59
Banana,91,59,53,22.8,91.0,5.32,102.1,34.73
Banana,78,87,82,25.2,65.9,5.93,89.0,37.84
Banana,113,78,81,26.3,70.5,6.86,109.0,37.27
Banana,62,92,77,22.1,78.8,6.59,109.9,37.5
Banana,72,88,85,21.8,85.4,6.03,104.6,37.91
Banana,97,71,85,27.1,72.2,5.73,93.1,36.79
Banana,104,61,98,32.4,78.3,6.0,94.7,38.79
Banana,79,88,116,27.8,78.1,5.56,121.8,39.5
Banana,109,59,58,32.3,91.3,5.49,117.7,34.56
Banana,72,76,54,25.1,78.3,6.84,114.7,34.28
Banana,104,90,62,24.8,90.6,6.2,97.0,38.27
Banana,126,85,94,26.5,77.4,6.12,97.7,40.32
Banana,74,85,65,22.7,93.0,5.52,101.1,37.29
Banana,67,52,111,30.6,66.0,6.41,88.5,35.84
Banana,92,72,51,24.6,78.1,5.88,86.0,34.76
Banana,110,43,74,30.3,66.1,6.47,88.1,35.04
Banana,136,67,89,22.6,91.7,5.23,110.3,39.14
Banana,73,84,87,22.2,84.0,5.87,119.4,37.21
Banana,113,86,86,31.2,90.6,5.25,96.9,39.02
Banana,95,80,56,26.8,78.9,6.2,90.4,35.39
Banana,60,89,82,27.6,65.0,6.44,115.1,35.6
Banana,72,95,50,28.3,79.3,6.16,113.9,36.86
Banana,118,49,119,22.0,65.9,5.22,87.5,37.18
Banana,132,45,74,27.6,77.9,6.34,116.5,37.16
Banana,113,66,68,32.0,83.5,6.62,108.8,37.64
Banana,138,50,75,28.1,65.2,6.65,84.4,36.89
Banana,79,54,93,23.0,68.6,5.98,122.6,36.13
Banana,64,58,71,28.9,77.5,6.21,91.2,35.65
Banana,122,54,98,24.4,89.2,6.04,87.8,35.31
Banana,70,76,73,26.0,72.8,6.84,88.2,36.65
Banana,68,74,103,25.5,75.8,5.38,125.0,38.07
Banana,99,40,103,28.2,71.8,6.72,103.4,37.44
Banana,72,94,65,24.6,72.0,6.43,90.1,36.04
Banana,127,67,90,26.3,94.2,5.11,91.0,36.11
Banana,78,41,79,24.4,86.1,6.4,116.4,32.85
Banana,135,83,61,31.2,65.3,6.07,120.0,37.08
Banana,75,81,86,29.7,82.4,6.45,120.4,34.84
Banana,95,82,94,25.5,80.2,5.49,103.4,36.55
Banana,65,59,59,28.9,77.4,6.79,115.7,34.69
Banana,141,95,76,21.8,66.7,5.34,92.3,39.14
Banana,122,95,65,24.8,67.1,5.61,122.0,38.84
Banana,100,58,76,29.1,80.3,5.48,112.4,36.27
Banana,79,64,91,27.4,64.3,6.56,85.3,37.18
Banana,87,68,87,27.9,87.6,5.42,87.2,34.93
Banana,125,52,96,28.2,89.6,6.34,97.9,36.94
Banana,76,76,105,25.8,89.8,5.39,98.0,36.55
Banana,92,92,60,27.4,92.1,5.61,92.6,36.13
Banana,81,55,118,28.0,86.0,5.48,100.2,35.25
Banana,66,77,115,22.1,87.3,6.54,108.0,35.79
Banana,110,59,52,25.8,91.2,6.4,92.4,35.62
Banana,65,48,90,32.4,76.1,5.43,96.9,34.51
Banana,118,84,57,22.2,77.5,5.12,92.0,36.05
Banana,87,93,102,31.5,74.1,6.15,85.5,38.01
Banana,66,51,61,27.3,83.7,6.58,112.4,34.9
Banana,139,89,103,27.2,76.3,5.22,85.3,40.95
Banana,60,45,91,23.5,94.7,5.15,113.6,34.68
Banana,94,41,95,32.2,85.2,6.51,96.0,34.47
Banana,127,67,104,30.7,69.6,6.39,120.1,37.82
Banana,101,63,110,30.0,71.2,6.39,123.6,35.49
Banana,137,43,71,27.1,73.5,6.49,94.1,38.06
Banana,107,67,117,25.7,86.9,5.31,95.0,36.5
Banana,123,41,106,30.8,79.1,6.18,103.4,38.41
Banana,118,52,58,32.0,75.4,5.66,113.1,33.6
Banana,64,78,57,22.4,80.9,6.45,102.8,34.52
Banana,119,88,84,25.0,81.4,5.24,87.9,37.5
Banana,128,41,65,30.9,67.7,6.66,98.5,33.88
Banana,93,70,89,21.7,75.0,5.18,88.1,37.63
Banana,129,65,96,23.6,74.4,6.66,93.5,36.47
Banana,76,76,55,28.8,94.6,6.63,91.4,35.14
Banana,107,87,108,25.0,66.4,5.6,122.5,38.77
Banana,66,79,107,22.0,78.9,5.98,90.0,35.33
Banana,122,60,98,27.8,81.6,6.62,102.2,37.14
Banana,117,89,66,32.0,75.6,5.82,88.7,36.08
Banana,71,94,52,30.7,82.4,5.32,99.9,34.62
Banana,133,60,55,29.5,74.8,6.28,92.7,34.61
Banana,93,51,110,31.7,90.7,5.37,118.7,37.58
Banana,100,45,108,25.3,84.2,5.71,101.6,36.13
Banana,64,84,65,32.2,94.6,5.6,99.2,33.97
Banana,68,57,85,29.2,64.9,5.28,107.2,33.63
Banana,91,60,56,24.9,80.6,5.58,111.2,34.94
Banana,141,83,65,24.4,84.3,6.66,125.4,36.81
Banana,120,80,116,25.8,87.8,5.21,111.0,39.08
Banana,124,91,51,23.9,64.1,5.73,99.8,37.31
Banana,105,73,78,21.8,83.0,6.48,119.8,34.76
Banana,141,46,118,27.8,69.2,5.93,118.2,38.39
Banana,127,55,56,25.8,69.1,6.25,90.1,35.83
Banana,139,95,101,28.9,75.1,6.44,106.6,40.51
Banana,129,75,104,23.4,68.5,6.62,84.1,39.58
Banana,142,44,52,24.1,89.1,5.61,98.3,34.84
Banana,84,54,104,29.4,86.7,5.31,115.3,37.58
Banana,138,92,73,22.3,73.5,5.74,108.4,40.15
Banana,140,42,93,31.3,95.4,5.73,114.2,36.18
Banana,141,63,114,23.1,78.4,5.56,89.8,38.08
Banana,67,93,92,27.7,94.1,5.2,95.0,36.67
Banana,82,64,70,22.0,90.8,5.89,101.6,33.89
Banana,64,63,61,25.5,74.7,5.46,122.1,34.77
Banana,75,81,81,23.6,70.0,6.14,85.2,35.22
Banana,65,60,97,22.6,71.9,6.21,125.1,34.57
Banana,106,71,88,26.4,83.6,6.63,92.9,38.37
Banana,111,90,51,31.5,88.4,5.39,124.0,36.23
Banana,114,94,80,22.8,90.0,6.8,116.8,36.49
Banana,83,62,115,26.8,72.3,5.74,107.3,36.35
Banana,135,71,114,22.2,85.8,6.9,111.2,40.22
Banana,80,95,117,27.9,69.0,5.13,103.7,38.46
Banana,134,68,58,23.2,75.0,6.6,98.1,35.73
Banana,104,88,72,25.2,64.4,6.77,91.8,38.04
Banana,105,62,108,22.9,88.4,6.61,89.1,37.95
Banana,104,83,62,30.8,89.9,6.69,116.4,37.41
Banana,88,40,80,24.0,64.5,5.5,112.2,32.77
Banana,107,69,51,29.6,84.4,5.82,103.5,34.98
Banana,117,43,110,22.9,64.6,5.98,84.5,34.84
Banana,98,73,118,24.8,93.2,6.79,96.9,36.66
Banana,131,73,119,22.9,73.9,6.54,105.4,39.01
Banana,106,57,58,29.1,84.3,5.77,115.3,35.62
